timestamp,station_id,power_demand_kw,generator_output_kw,energy_consumption_kwh,battery_soc_percent,battery_charge_kw,battery_discharge_kw,fuel_consumption_l,temperature_c,humidity_percent,pressure_hpa,wind_speed_mps,sensor_anomaly_score,sensor_anomaly_status,sensor_anomaly_type,event_type,source,data_quality,target_power_demand_1h_kw,target_battery_soc_1h_percent,target_energy_demand_6h_kwh,target_energy_demand_24h_kwh,target_energy_deficit_risk,split
2026-01-01T12:00:00Z,MTR,66.47,66.47,66.47,98.0,0.0,0.0,18.33,-0.06,54.97,980.56,10.55,0.8851,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.26,98.0,400.12,1542.05,0.0,train
2026-01-01T13:00:00Z,MTR,65.26,65.26,65.26,98.0,0.0,0.0,18.02,-2.16,53.23,985.32,10.19,1.3736,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.6,98.0,403.89,1546.93,0.0,train
2026-01-01T14:00:00Z,MTR,66.6,66.6,66.6,98.0,0.0,0.0,18.37,-4.11,57.39,985.88,10.0,1.0697,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.54,98.0,405.72,1551.53,0.0,train
2026-01-01T15:00:00Z,MTR,67.54,67.54,67.54,98.0,0.0,0.0,18.61,-4.77,57.4,991.77,10.13,1.0102,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.71,98.0,403.52,1551.01,0.0,train
2026-01-01T16:00:00Z,MTR,65.71,65.71,65.71,98.0,0.0,0.0,18.14,-6.17,56.33,987.57,9.71,1.0032,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.04,98.0,403.42,1554.77,0.0,train
2026-01-01T17:00:00Z,MTR,67.04,67.04,67.04,98.0,0.0,0.0,18.48,-6.11,62.75,984.34,10.02,1.1624,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.97,98.0,395.63,1554.74,0.0,train
2026-01-01T18:00:00Z,MTR,67.97,67.97,67.97,98.0,0.0,0.0,18.72,-7.71,55.27,981.07,10.58,1.0858,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.03,98.0,381.83,1556.91,0.0,train
2026-01-01T19:00:00Z,MTR,69.03,69.03,69.03,98.0,0.0,0.0,18.99,-9.99,59.9,984.36,10.37,0.8274,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.43,98.0,371.65,1553.69,0.0,train
2026-01-01T20:00:00Z,MTR,68.43,68.43,68.43,98.0,0.0,0.0,18.84,-8.78,64.86,984.54,10.23,1.2643,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.34,98.0,361.17,1558.77,0.0,train
2026-01-01T21:00:00Z,MTR,65.34,65.34,65.34,98.0,0.0,0.0,18.04,-9.73,64.26,981.33,10.82,0.6391,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.61,98.0,353.99,1563.07,0.0,train
2026-01-01T22:00:00Z,MTR,65.61,65.61,65.61,98.0,0.0,0.0,18.11,-10.26,65.72,985.74,11.11,1.3966,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,59.25,98.0,349.06,1566.19,0.0,train
2026-01-01T23:00:00Z,MTR,59.25,59.25,59.25,98.0,0.0,0.0,16.48,-12.48,59.07,978.27,10.75,0.7312,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,54.17,98.0,347.27,1563.92,0.0,train
2026-01-02T00:00:00Z,MTR,54.17,54.17,54.17,98.0,0.0,0.0,15.18,-13.35,64.76,982.44,10.45,1.1644,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,58.85,98.0,351.73,1568.32,0.0,train
2026-01-02T01:00:00Z,MTR,58.85,58.85,58.85,98.0,0.0,0.0,16.38,-13.26,57.37,985.18,10.59,0.9506,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,57.95,98.0,361.15,1570.13,0.0,train
2026-01-02T02:00:00Z,MTR,57.95,57.95,57.95,98.0,0.0,0.0,16.15,-14.48,60.88,982.24,10.55,0.8571,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,58.16,98.0,371.14,1570.27,0.0,train
2026-01-02T03:00:00Z,MTR,58.16,58.16,58.16,98.0,0.0,0.0,16.2,-13.57,60.88,982.7,10.17,1.4073,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,60.68,98.0,381.69,1568.12,0.0,train
2026-01-02T04:00:00Z,MTR,60.68,60.68,60.68,98.0,0.0,0.0,16.84,-13.65,59.27,983.05,9.93,1.2229,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,57.46,98.0,390.34,1563.86,0.0,train
2026-01-02T05:00:00Z,MTR,57.46,57.46,57.46,98.0,0.0,0.0,16.02,-13.14,60.19,980.23,10.77,0.9823,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,58.63,98.0,400.57,1564.24,0.0,train
2026-01-02T06:00:00Z,MTR,58.63,58.63,58.63,98.0,0.0,0.0,16.32,-12.83,59.6,987.21,10.89,1.5236,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.27,98.0,408.37,1563.18,0.0,train
2026-01-02T07:00:00Z,MTR,68.27,68.27,68.27,98.0,0.0,0.0,18.8,-9.44,57.07,978.73,12.67,1.2939,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.94,98.0,410.24,1563.97,0.0,train
2026-01-02T08:00:00Z,MTR,67.94,67.94,67.94,98.0,0.0,0.0,18.71,-8.38,64.12,983.39,12.72,0.7584,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.71,98.0,413.5,1564.05,0.0,train
2026-01-02T09:00:00Z,MTR,68.71,68.71,68.71,98.0,0.0,0.0,18.91,-8.58,60.22,983.37,13.52,0.3219,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.33,98.0,411.81,1564.96,0.0,train
2026-01-02T10:00:00Z,MTR,69.33,69.33,69.33,98.0,0.0,0.0,19.07,-6.52,60.96,978.91,12.81,1.0321,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.69,98.0,411.95,1566.44,0.0,train
2026-01-02T11:00:00Z,MTR,67.69,67.69,67.69,98.0,0.0,0.0,18.65,-7.11,61.0,982.47,12.86,1.415,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.43,98.0,411.27,1567.23,0.0,train
2026-01-02T12:00:00Z,MTR,66.43,66.43,66.43,98.0,0.0,0.0,18.32,-6.06,60.06,979.37,12.11,1.1832,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,70.14,98.0,414.98,1569.12,0.0,train
2026-01-02T13:00:00Z,MTR,70.14,70.14,70.14,98.0,0.0,0.0,19.28,-7.85,60.74,987.45,12.04,7.2781,ANOMALY,SPIKE,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,71.2,98.0,410.65,1564.2,0.0,train
2026-01-02T14:00:00Z,MTR,71.2,71.2,71.2,98.0,0.0,0.0,19.56,-8.98,59.4,978.74,11.72,0.8205,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.02,98.0,412.96,1562.38,0.0,train
2026-01-02T15:00:00Z,MTR,67.02,67.02,67.02,98.0,0.0,0.0,18.47,-8.44,66.04,980.61,11.33,0.9648,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.47,98.0,415.58,1564.79,0.0,train
2026-01-02T16:00:00Z,MTR,69.47,69.47,69.47,98.0,0.0,0.0,19.11,-7.51,63.25,978.39,11.83,0.9721,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.01,98.0,414.84,1564.4,0.0,train
2026-01-02T17:00:00Z,MTR,67.01,67.01,67.01,98.0,0.0,0.0,18.47,-7.54,60.39,977.74,12.23,7.628,ANOMALY,SPIKE,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,70.14,98.0,404.81,1566.27,0.0,train
2026-01-02T18:00:00Z,MTR,70.14,70.14,70.14,98.0,0.0,0.0,19.28,-8.11,58.53,988.37,11.56,4.7323,ANOMALY,DRIFT,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.81,98.0,393.24,1563.57,0.0,train
2026-01-02T19:00:00Z,MTR,65.81,65.81,65.81,98.0,0.0,0.0,18.16,-9.02,60.1,984.74,11.46,1.4897,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,73.51,98.0,388.09,1563.38,0.0,train
2026-01-02T20:00:00Z,MTR,73.51,73.51,73.51,98.0,0.0,0.0,20.16,-11.41,62.87,983.49,11.12,1.5528,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.64,98.0,372.67,1553.36,0.0,train
2026-01-02T21:00:00Z,MTR,69.64,69.64,69.64,98.0,0.0,0.0,19.15,-12.79,67.55,980.81,10.86,1.5,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.73,98.0,359.04,1549.34,0.0,train
2026-01-02T22:00:00Z,MTR,68.73,68.73,68.73,98.0,0.0,0.0,18.92,-13.77,56.47,986.09,11.31,1.2007,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,56.98,98.0,346.73,1546.6,0.0,train
2026-01-02T23:00:00Z,MTR,56.98,56.98,56.98,98.0,0.0,0.0,15.9,-12.8,64.21,980.2,10.93,0.8973,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,58.57,98.0,347.59,1542.74,0.0,train
2026-01-03T00:00:00Z,MTR,58.57,58.57,58.57,98.0,0.0,0.0,16.3,-12.59,66.27,985.4,11.95,1.0678,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,60.66,98.0,346.59,1537.72,0.0,train
2026-01-03T01:00:00Z,MTR,60.66,60.66,60.66,98.0,0.0,0.0,16.84,-14.79,56.34,979.81,11.41,1.1966,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,58.09,98.0,354.99,1530.94,0.0,train
2026-01-03T02:00:00Z,MTR,58.09,58.09,58.09,98.0,0.0,0.0,16.18,-14.15,61.37,980.61,11.41,1.0405,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,56.01,98.0,364.92,1529.17,0.0,train
2026-01-03T03:00:00Z,MTR,56.01,56.01,56.01,98.0,0.0,0.0,15.65,-14.17,57.85,985.51,11.42,0.7259,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,56.42,98.0,378.53,1526.93,0.0,train
2026-01-03T04:00:00Z,MTR,56.42,56.42,56.42,98.0,0.0,0.0,15.75,-14.3,63.76,986.08,10.99,0.8613,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,57.84,98.0,392.92,1522.56,0.0,train
2026-01-03T05:00:00Z,MTR,57.84,57.84,57.84,98.0,0.0,0.0,16.12,-12.66,60.03,985.29,10.67,1.2604,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,57.57,98.0,403.56,1519.23,0.0,train
2026-01-03T06:00:00Z,MTR,57.57,57.57,57.57,98.0,0.0,0.0,16.05,-10.42,60.39,979.31,11.15,0.926,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.06,98.0,414.31,1518.78,0.0,train
2026-01-03T07:00:00Z,MTR,69.06,69.06,69.06,98.0,0.0,0.0,19.0,-8.27,58.68,981.32,11.37,1.0073,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.02,98.0,410.47,1517.31,0.0,train
2026-01-03T08:00:00Z,MTR,68.02,68.02,68.02,98.0,0.0,0.0,18.73,-8.26,63.11,983.6,11.0,0.9765,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.62,98.0,411.83,1515.86,0.0,train
2026-01-03T09:00:00Z,MTR,69.62,69.62,69.62,98.0,0.0,0.0,19.15,-7.57,60.91,980.13,10.88,0.7323,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,70.81,98.0,411.64,1513.91,0.0,train
2026-01-03T10:00:00Z,MTR,70.81,70.81,70.81,98.0,0.0,0.0,19.46,-6.15,60.37,988.12,10.39,0.9486,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.48,98.0,409.91,1509.47,0.0,train
2026-01-03T11:00:00Z,MTR,68.48,68.48,68.48,98.0,0.0,0.0,18.85,-4.12,59.39,975.07,10.05,0.8627,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.32,98.0,410.31,1507.71,0.0,train
2026-01-03T12:00:00Z,MTR,68.32,68.32,68.32,98.0,0.0,0.0,18.81,-4.07,61.01,980.78,9.99,0.7925,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.22,98.0,409.43,1508.13,0.0,train
2026-01-03T13:00:00Z,MTR,65.22,65.22,65.22,98.0,0.0,0.0,18.01,-3.85,57.51,981.89,9.62,0.6825,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.38,98.0,409.83,1510.24,0.0,train
2026-01-03T14:00:00Z,MTR,69.38,69.38,69.38,98.0,0.0,0.0,19.08,-4.95,65.85,973.43,10.25,0.9698,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.43,98.0,403.94,1508.93,0.0,train
2026-01-03T15:00:00Z,MTR,69.43,69.43,69.43,98.0,0.0,0.0,19.1,-6.32,54.58,978.39,10.49,1.1855,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.08,98.0,400.13,1505.26,0.0,train
2026-01-03T16:00:00Z,MTR,69.08,69.08,69.08,98.0,0.0,0.0,19.01,-5.42,52.62,984.98,11.57,1.3362,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.88,98.0,397.04,1504.81,0.0,train
2026-01-03T17:00:00Z,MTR,68.88,68.88,68.88,98.0,0.0,0.0,18.96,-4.15,51.91,982.88,11.6,0.5818,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.44,98.0,381.28,1503.52,0.0,train
2026-01-03T18:00:00Z,MTR,67.44,67.44,67.44,98.0,0.0,0.0,18.58,-4.87,51.27,987.87,12.52,1.4819,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.62,98.0,367.39,1503.07,0.0,train
2026-01-03T19:00:00Z,MTR,65.62,65.62,65.62,98.0,0.0,0.0,18.11,-4.42,62.08,987.9,12.24,1.0879,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,63.49,98.0,355.65,1503.53,0.0,train
2026-01-03T20:00:00Z,MTR,63.49,63.49,63.49,98.0,0.0,0.0,17.57,-4.87,61.68,984.09,12.05,0.6619,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.62,98.0,348.48,1509.4,0.0,train
2026-01-03T21:00:00Z,MTR,65.62,65.62,65.62,98.0,0.0,0.0,18.11,-6.55,65.15,983.06,13.42,0.8789,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.99,98.0,336.63,1511.1,0.0,train
2026-01-03T22:00:00Z,MTR,65.99,65.99,65.99,98.0,0.0,0.0,18.21,-6.92,56.14,982.31,13.15,0.4368,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,53.12,98.0,322.69,1509.12,0.0,train
2026-01-03T23:00:00Z,MTR,53.12,53.12,53.12,98.0,0.0,0.0,14.92,-5.79,62.81,973.14,12.37,0.5135,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,53.55,98.0,324.08,1511.82,0.0,train
2026-01-04T00:00:00Z,MTR,53.55,53.55,53.55,98.0,0.0,0.0,15.03,-6.46,60.26,977.56,12.36,1.5164,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,53.88,98.0,327.65,1513.33,0.0,train
2026-01-04T01:00:00Z,MTR,53.88,53.88,53.88,98.0,0.0,0.0,15.11,-5.03,60.41,982.53,12.93,0.7902,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,56.32,98.0,341.36,1518.8,0.0,train
2026-01-04T02:00:00Z,MTR,56.32,56.32,56.32,98.0,0.0,0.0,15.73,-8.5,63.31,984.3,13.02,1.1611,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,53.77,98.0,351.61,1520.41,0.0,train
2026-01-04T03:00:00Z,MTR,53.77,53.77,53.77,98.0,0.0,0.0,15.08,-7.41,57.38,983.29,12.72,0.9666,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,52.05,98.0,365.51,1525.92,0.0,train
2026-01-04T04:00:00Z,MTR,52.05,52.05,52.05,98.0,0.0,0.0,14.65,-7.03,70.6,979.22,12.57,1.0053,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,54.51,98.0,379.83,1528.92,0.0,train
2026-01-04T05:00:00Z,MTR,54.51,54.51,54.51,98.0,0.0,0.0,15.27,-6.91,65.99,984.83,14.35,1.1104,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,57.12,98.0,392.04,1532.58,0.0,train
2026-01-04T06:00:00Z,MTR,57.12,57.12,57.12,98.0,0.0,0.0,15.93,-6.14,58.08,987.13,13.46,0.3748,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.59,98.0,403.66,1528.73,0.0,train
2026-01-04T07:00:00Z,MTR,67.59,67.59,67.59,98.0,0.0,0.0,18.62,-7.74,56.27,985.33,13.22,1.3956,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.57,98.0,403.4,1526.76,0.0,train
2026-01-04T08:00:00Z,MTR,66.57,66.57,66.57,98.0,0.0,0.0,18.36,-7.02,59.9,985.79,12.6,0.9704,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.67,98.0,404.9,1528.03,0.0,train
2026-01-04T09:00:00Z,MTR,67.67,67.67,67.67,98.0,0.0,0.0,18.64,-5.6,60.51,980.45,12.42,0.8487,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.37,98.0,402.99,1531.04,0.0,train
2026-01-04T10:00:00Z,MTR,66.37,66.37,66.37,98.0,0.0,0.0,18.31,-2.92,63.19,986.27,12.22,1.1404,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.72,98.0,405.25,1529.14,0.0,train
2026-01-04T11:00:00Z,MTR,66.72,66.72,66.72,98.0,0.0,0.0,18.4,-2.86,54.09,983.28,11.63,0.7837,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.74,98.0,406.12,1528.36,0.0,train
2026-01-04T12:00:00Z,MTR,68.74,68.74,68.74,98.0,0.0,0.0,18.92,-3.29,59.91,984.78,11.14,2.6708,ANOMALY,STUCK_VALUE,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.33,98.0,404.37,1527.42,0.0,train
2026-01-04T13:00:00Z,MTR,67.33,67.33,67.33,98.0,0.0,0.0,18.56,-3.48,52.71,984.28,11.11,0.9504,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.07,98.0,403.12,1527.32,0.0,train
2026-01-04T14:00:00Z,MTR,68.07,68.07,68.07,98.0,0.0,0.0,18.75,-2.17,60.06,982.79,10.63,1.2133,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,65.76,98.0,404.41,1530.56,0.0,train
2026-01-04T15:00:00Z,MTR,65.76,65.76,65.76,98.0,0.0,0.0,18.15,-1.87,57.71,980.35,10.31,0.9358,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,68.63,98.0,405.97,1532.02,0.0,train
2026-01-04T16:00:00Z,MTR,68.63,68.63,68.63,98.0,0.0,0.0,18.89,-2.86,66.31,982.84,10.83,0.691,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.59,98.0,401.35,1529.6,0.0,train
2026-01-04T17:00:00Z,MTR,67.59,67.59,67.59,98.0,0.0,0.0,18.62,-2.75,52.27,986.72,10.53,1.1087,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.99,98.0,389.58,1524.82,0.0,train
2026-01-04T18:00:00Z,MTR,66.99,66.99,66.99,98.0,0.0,0.0,18.47,-3.35,64.09,981.77,10.41,0.9188,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,66.08,98.0,377.65,1522.22,0.0,train
2026-01-04T19:00:00Z,MTR,66.08,66.08,66.08,98.0,0.0,0.0,18.23,-3.03,51.96,985.96,11.47,0.4537,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,69.36,98.0,370.92,1519.1,0.0,train
2026-01-04T20:00:00Z,MTR,69.36,69.36,69.36,98.0,0.0,0.0,19.08,-4.84,53.9,985.62,11.02,1.0593,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,67.32,98.0,359.49,1511.44,0.0,train
2026-01-04T21:00:00Z,MTR,67.32,67.32,67.32,98.0,0.0,0.0,18.55,-6.15,52.82,982.12,10.74,0.8388,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,64.01,98.0,351.45,1513.5,0.0,train
2026-01-04T22:00:00Z,MTR,64.01,64.01,64.01,98.0,0.0,0.0,17.7,-7.44,60.92,988.03,10.74,1.1037,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,55.82,98.0,342.49,1514.25,0.0,train
2026-01-04T23:00:00Z,MTR,55.82,55.82,55.82,98.0,0.0,0.0,15.6,-9.88,56.02,981.81,11.0,0.7435,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,55.06,98.0,344.84,1515.85,0.0,train
2026-01-05T00:00:00Z,MTR,55.06,55.06,55.06,98.0,0.0,0.0,15.41,-9.91,55.51,988.01,11.71,0.6381,NORMAL,NORMAL,NORMAL,SYNTHETIC_POLARIX_OPERATIONAL,GOOD,59.35,98.0,343.05,1511.7,0.0,train
