timestamp,station_id,temperature_c,humidity_percent,pressure_hpa,wind_speed_mps,hour,day_of_year,sin_hour,cos_hour,sin_day,cos_day,target_temperature_1h_c,target_temperature_6h_c,target_temperature_24h_c
2026-01-04T05:00:00Z,BRT,7.88,84.3,986.2,16.26,5,4,0.96593,0.25882,0.06876,0.99763,7.37,6.84,10.0
2026-01-04T06:00:00Z,BRT,7.37,85.2,984.0,12.28,6,4,1.0,0.0,0.06876,0.99763,8.01,7.43,10.0
2026-01-04T07:00:00Z,BRT,8.01,83.1,989.9,13.94,7,4,0.96593,-0.25882,0.06876,0.99763,7.95,8.05,9.97
2026-01-04T08:00:00Z,BRT,7.95,81.1,990.2,12.76,8,4,0.86603,-0.5,0.06876,0.99763,7.0,6.21,8.67
2026-01-04T09:00:00Z,BRT,7.0,70.8,991.2,11.53,9,4,0.70711,-0.70711,0.06876,0.99763,6.92,6.08,10.0
2026-01-04T10:00:00Z,BRT,6.92,78.6,992.6,14.42,10,4,0.5,-0.86603,0.06876,0.99763,6.84,6.58,6.96
2026-01-04T11:00:00Z,BRT,6.84,78.8,989.0,9.08,11,4,0.25882,-0.96593,0.06876,0.99763,7.43,7.4,8.02
2026-01-04T12:00:00Z,BRT,7.43,71.1,991.1,8.3,12,4,0.0,-1.0,0.06876,0.99763,8.05,7.4,8.66
2026-01-04T13:00:00Z,BRT,8.05,79.0,988.1,10.86,13,4,-0.25882,-0.96593,0.06876,0.99763,6.21,8.3,8.59
2026-01-04T14:00:00Z,BRT,6.21,73.7,988.4,13.94,14,4,-0.5,-0.86603,0.06876,0.99763,6.08,7.5,10.0
2026-01-04T15:00:00Z,BRT,6.08,84.1,985.0,11.09,15,4,-0.70711,-0.70711,0.06876,0.99763,6.58,6.67,10.0
2026-01-04T16:00:00Z,BRT,6.58,86.8,985.7,11.2,16,4,-0.86603,-0.5,0.06876,0.99763,7.4,6.87,10.0
2026-01-04T17:00:00Z,BRT,7.4,74.7,985.9,13.1,17,4,-0.96593,-0.25882,0.06876,0.99763,7.4,6.9,10.0
2026-01-04T18:00:00Z,BRT,7.4,79.5,988.3,11.83,18,4,-1.0,-0.0,0.06876,0.99763,8.3,6.8,7.9
2026-01-04T19:00:00Z,BRT,8.3,77.4,990.2,9.26,19,4,-0.96593,0.25882,0.06876,0.99763,7.5,7.78,8.52
2026-01-04T20:00:00Z,BRT,7.5,87.6,990.0,13.23,20,4,-0.86603,0.5,0.06876,0.99763,6.67,7.63,8.59
2026-01-04T21:00:00Z,BRT,6.67,78.7,988.4,13.83,21,4,-0.70711,0.70711,0.06876,0.99763,6.87,8.89,7.94
2026-01-04T22:00:00Z,BRT,6.87,85.9,987.7,11.46,22,4,-0.5,0.86603,0.06876,0.99763,6.9,9.38,8.66
2026-01-04T23:00:00Z,BRT,6.9,80.2,988.8,9.36,23,4,-0.25882,0.96593,0.06876,0.99763,6.8,10.0,7.51
2026-01-05T00:00:00Z,BRT,6.8,81.5,987.9,11.91,0,5,0.0,1.0,0.08591,0.9963,7.78,10.0,7.84
2026-01-05T01:00:00Z,BRT,7.78,85.4,986.4,6.29,1,5,0.25882,0.96593,0.08591,0.9963,7.63,9.97,8.26
2026-01-05T02:00:00Z,BRT,7.63,84.6,987.2,11.34,2,5,0.5,0.86603,0.08591,0.9963,8.89,8.67,8.35
2026-01-05T03:00:00Z,BRT,8.89,77.2,985.5,13.88,3,5,0.70711,0.70711,0.08591,0.9963,9.38,10.0,8.35
2026-01-05T04:00:00Z,BRT,9.38,85.6,988.7,11.68,4,5,0.86603,0.5,0.08591,0.9963,10.0,6.96,7.72
2026-01-05T05:00:00Z,BRT,10.0,79.3,986.9,12.33,5,5,0.96593,0.25882,0.08591,0.9963,10.0,8.02,6.95
2026-01-05T06:00:00Z,BRT,10.0,72.9,984.0,12.69,6,5,1.0,0.0,0.08591,0.9963,9.97,8.66,7.57
2026-01-05T07:00:00Z,BRT,9.97,91.5,982.2,13.62,7,5,0.96593,-0.25882,0.08591,0.9963,8.67,8.59,7.38
2026-01-05T08:00:00Z,BRT,8.67,90.7,978.3,12.26,8,5,0.86603,-0.5,0.08591,0.9963,10.0,10.0,7.29
2026-01-05T09:00:00Z,BRT,10.0,92.7,977.5,17.29,9,5,0.70711,-0.70711,0.08591,0.9963,6.96,10.0,8.53
2026-01-05T10:00:00Z,BRT,6.96,99.0,978.4,16.16,10,5,0.5,-0.86603,0.08591,0.9963,8.02,10.0,8.88
2026-01-05T11:00:00Z,BRT,8.02,76.3,981.3,14.65,11,5,0.25882,-0.96593,0.08591,0.9963,8.66,10.0,8.8
2026-01-05T12:00:00Z,BRT,8.66,81.3,982.3,16.59,12,5,0.0,-1.0,0.08591,0.9963,8.59,7.9,8.63
2026-01-05T13:00:00Z,BRT,8.59,85.5,980.0,11.09,13,5,-0.25882,-0.96593,0.08591,0.9963,10.0,8.52,8.71
2026-01-05T14:00:00Z,BRT,10.0,92.6,977.8,16.56,14,5,-0.5,-0.86603,0.08591,0.9963,10.0,8.59,7.8
2026-01-05T15:00:00Z,BRT,10.0,84.9,977.6,11.35,15,5,-0.70711,-0.70711,0.08591,0.9963,10.0,7.94,8.5
2026-01-05T16:00:00Z,BRT,10.0,90.0,977.6,17.95,16,5,-0.86603,-0.5,0.08591,0.9963,10.0,8.66,8.26
2026-01-05T17:00:00Z,BRT,10.0,89.6,976.9,12.39,17,5,-0.96593,-0.25882,0.08591,0.9963,7.9,7.51,8.21
2026-01-05T18:00:00Z,BRT,7.9,80.0,980.5,14.58,18,5,-1.0,-0.0,0.08591,0.9963,8.52,7.84,7.66
2026-01-05T19:00:00Z,BRT,8.52,79.5,979.8,13.98,19,5,-0.96593,0.25882,0.08591,0.9963,8.59,8.26,7.36
2026-01-05T20:00:00Z,BRT,8.59,83.6,979.0,10.96,20,5,-0.86603,0.5,0.08591,0.9963,7.94,8.35,7.29
2026-01-05T21:00:00Z,BRT,7.94,89.7,979.4,16.97,21,5,-0.70711,0.70711,0.08591,0.9963,8.66,8.35,7.57
2026-01-05T22:00:00Z,BRT,8.66,87.1,978.8,18.06,22,5,-0.5,0.86603,0.08591,0.9963,7.51,7.72,7.91
2026-01-05T23:00:00Z,BRT,7.51,81.3,979.5,11.02,23,5,-0.25882,0.96593,0.08591,0.9963,7.84,6.95,8.55
2026-01-06T00:00:00Z,BRT,7.84,81.7,980.4,15.75,0,6,0.0,1.0,0.10303,0.99468,8.26,7.57,9.39
2026-01-06T01:00:00Z,BRT,8.26,83.9,982.4,12.9,1,6,0.25882,0.96593,0.10303,0.99468,8.35,7.38,9.29
2026-01-06T02:00:00Z,BRT,8.35,82.6,981.7,14.39,2,6,0.5,0.86603,0.10303,0.99468,8.35,7.29,7.9
2026-01-06T03:00:00Z,BRT,8.35,76.1,985.0,11.65,3,6,0.70711,0.70711,0.10303,0.99468,7.72,8.53,7.63
2026-01-06T04:00:00Z,BRT,7.72,76.9,985.3,10.3,4,6,0.86603,0.5,0.10303,0.99468,6.95,8.88,7.84
2026-01-06T05:00:00Z,BRT,6.95,78.0,985.5,16.32,5,6,0.96593,0.25882,0.10303,0.99468,7.57,8.8,6.83
2026-01-06T06:00:00Z,BRT,7.57,88.3,984.0,14.22,6,6,1.0,0.0,0.10303,0.99468,7.38,8.63,7.11
2026-01-06T07:00:00Z,BRT,7.38,74.1,987.2,15.43,7,6,0.96593,-0.25882,0.10303,0.99468,7.29,8.71,7.38
2026-01-06T08:00:00Z,BRT,7.29,69.3,987.8,11.86,8,6,0.86603,-0.5,0.10303,0.99468,8.53,7.8,6.1
2026-01-06T09:00:00Z,BRT,8.53,79.4,990.9,16.7,9,6,0.70711,-0.70711,0.10303,0.99468,8.88,8.5,6.35
2026-01-06T10:00:00Z,BRT,8.88,73.6,993.4,10.44,10,6,0.5,-0.86603,0.10303,0.99468,8.8,8.26,6.43
2026-01-06T11:00:00Z,BRT,8.8,75.8,994.6,13.19,11,6,0.25882,-0.96593,0.10303,0.99468,8.63,8.21,6.23
2026-01-06T12:00:00Z,BRT,8.63,82.1,994.3,10.44,12,6,0.0,-1.0,0.10303,0.99468,8.71,7.66,4.97
2026-01-06T13:00:00Z,BRT,8.71,64.9,995.2,14.01,13,6,-0.25882,-0.96593,0.10303,0.99468,7.8,7.36,4.86
2026-01-06T14:00:00Z,BRT,7.8,65.7,996.3,8.77,14,6,-0.5,-0.86603,0.10303,0.99468,8.5,7.29,4.67
2026-01-06T15:00:00Z,BRT,8.5,69.1,997.0,11.16,15,6,-0.70711,-0.70711,0.10303,0.99468,8.26,7.57,4.54
2026-01-06T16:00:00Z,BRT,8.26,68.4,1001.8,12.28,16,6,-0.86603,-0.5,0.10303,0.99468,8.21,7.91,3.95
2026-01-06T17:00:00Z,BRT,8.21,71.0,1000.9,9.53,17,6,-0.96593,-0.25882,0.10303,0.99468,7.66,8.55,4.39
2026-01-06T18:00:00Z,BRT,7.66,69.1,1000.8,11.88,18,6,-1.0,-0.0,0.10303,0.99468,7.36,9.39,4.1
2026-01-06T19:00:00Z,BRT,7.36,68.2,1004.5,6.93,19,6,-0.96593,0.25882,0.10303,0.99468,7.29,9.29,4.12
2026-01-06T20:00:00Z,BRT,7.29,63.3,1007.8,6.69,20,6,-0.86603,0.5,0.10303,0.99468,7.57,7.9,4.37
2026-01-06T21:00:00Z,BRT,7.57,57.2,1008.1,10.11,21,6,-0.70711,0.70711,0.10303,0.99468,7.91,7.63,5.47
2026-01-06T22:00:00Z,BRT,7.91,54.9,1009.7,11.29,22,6,-0.5,0.86603,0.10303,0.99468,8.55,7.84,4.81
2026-01-06T23:00:00Z,BRT,8.55,60.9,1010.4,5.5,23,6,-0.25882,0.96593,0.10303,0.99468,9.39,6.83,5.19
2026-01-07T00:00:00Z,BRT,9.39,59.9,1011.3,6.73,0,7,0.0,1.0,0.12013,0.99276,9.29,7.11,5.11
2026-01-07T01:00:00Z,BRT,9.29,57.6,1010.5,9.51,1,7,0.25882,0.96593,0.12013,0.99276,7.9,7.38,5.07
2026-01-07T02:00:00Z,BRT,7.9,64.0,1014.1,4.15,2,7,0.5,0.86603,0.12013,0.99276,7.63,6.1,5.5
2026-01-07T03:00:00Z,BRT,7.63,58.5,1014.5,4.21,3,7,0.70711,0.70711,0.12013,0.99276,7.84,6.35,5.12
2026-01-07T04:00:00Z,BRT,7.84,52.5,1017.4,3.91,4,7,0.86603,0.5,0.12013,0.99276,6.83,6.43,6.06
2026-01-07T05:00:00Z,BRT,6.83,58.5,1016.9,6.51,5,7,0.96593,0.25882,0.12013,0.99276,7.11,6.23,5.52
2026-01-07T06:00:00Z,BRT,7.11,50.4,1019.1,0.96,6,7,1.0,0.0,0.12013,0.99276,7.38,4.97,6.47
2026-01-07T07:00:00Z,BRT,7.38,53.3,1018.2,3.18,7,7,0.96593,-0.25882,0.12013,0.99276,6.1,4.86,6.85
2026-01-07T08:00:00Z,BRT,6.1,57.6,1014.3,5.34,8,7,0.86603,-0.5,0.12013,0.99276,6.35,4.67,3.51
2026-01-07T09:00:00Z,BRT,6.35,48.6,1016.0,7.52,9,7,0.70711,-0.70711,0.12013,0.99276,6.43,4.54,4.19
2026-01-07T10:00:00Z,BRT,6.43,49.4,1014.0,3.9,10,7,0.5,-0.86603,0.12013,0.99276,6.23,3.95,4.25
2026-01-07T11:00:00Z,BRT,6.23,64.0,1015.5,4.96,11,7,0.25882,-0.96593,0.12013,0.99276,4.97,4.39,4.76
2026-01-07T12:00:00Z,BRT,4.97,67.0,1012.7,6.79,12,7,0.0,-1.0,0.12013,0.99276,4.86,4.1,4.18
2026-01-07T13:00:00Z,BRT,4.86,66.9,1009.5,10.38,13,7,-0.25882,-0.96593,0.12013,0.99276,4.67,4.12,4.56
2026-01-07T14:00:00Z,BRT,4.67,65.9,1008.5,4.15,14,7,-0.5,-0.86603,0.12013,0.99276,4.54,4.37,3.95
2026-01-07T15:00:00Z,BRT,4.54,58.2,1007.1,6.89,15,7,-0.70711,-0.70711,0.12013,0.99276,3.95,5.47,4.51
2026-01-07T16:00:00Z,BRT,3.95,77.1,1004.8,12.46,16,7,-0.86603,-0.5,0.12013,0.99276,4.39,4.81,5.24
2026-01-07T17:00:00Z,BRT,4.39,60.4,1004.6,9.82,17,7,-0.96593,-0.25882,0.12013,0.99276,4.1,5.19,5.25
2026-01-07T18:00:00Z,BRT,4.1,64.3,1003.4,8.25,18,7,-1.0,-0.0,0.12013,0.99276,4.12,5.11,5.37
2026-01-07T19:00:00Z,BRT,4.12,60.4,1002.2,9.21,19,7,-0.96593,0.25882,0.12013,0.99276,4.37,5.07,4.6
2026-01-07T20:00:00Z,BRT,4.37,60.5,1007.0,3.87,20,7,-0.86603,0.5,0.12013,0.99276,5.47,5.5,6.74
2026-01-07T21:00:00Z,BRT,5.47,65.7,1008.7,7.9,21,7,-0.70711,0.70711,0.12013,0.99276,4.81,5.12,7.55
2026-01-07T22:00:00Z,BRT,4.81,58.4,1009.5,6.88,22,7,-0.5,0.86603,0.12013,0.99276,5.19,6.06,7.79
2026-01-07T23:00:00Z,BRT,5.19,61.1,1010.1,5.22,23,7,-0.25882,0.96593,0.12013,0.99276,5.11,5.52,7.51
2026-01-08T00:00:00Z,BRT,5.11,61.9,1009.4,6.57,0,8,0.0,1.0,0.13719,0.99055,5.07,6.47,8.71
2026-01-08T01:00:00Z,BRT,5.07,60.9,1010.6,5.65,1,8,0.25882,0.96593,0.13719,0.99055,5.5,6.85,8.81
2026-01-08T02:00:00Z,BRT,5.5,51.8,1008.8,4.81,2,8,0.5,0.86603,0.13719,0.99055,5.12,3.51,8.44
2026-01-08T03:00:00Z,BRT,5.12,55.5,1010.2,5.21,3,8,0.70711,0.70711,0.13719,0.99055,6.06,4.19,8.3
2026-01-08T04:00:00Z,BRT,6.06,68.5,1005.1,4.3,4,8,0.86603,0.5,0.13719,0.99055,5.52,4.25,9.89
2026-01-08T05:00:00Z,BRT,5.52,61.9,1007.1,8.85,5,8,0.96593,0.25882,0.13719,0.99055,6.47,4.76,9.14
2026-01-08T06:00:00Z,BRT,6.47,60.6,1005.3,7.72,6,8,1.0,0.0,0.13719,0.99055,6.85,4.18,8.06
2026-01-08T07:00:00Z,BRT,6.85,60.1,1005.8,3.24,7,8,0.96593,-0.25882,0.13719,0.99055,3.51,4.56,7.64
2026-01-08T08:00:00Z,BRT,3.51,77.3,1002.3,5.64,8,8,0.86603,-0.5,0.13719,0.99055,4.19,3.95,7.76
2026-01-08T09:00:00Z,BRT,4.19,73.5,1002.3,9.81,9,8,0.70711,-0.70711,0.13719,0.99055,4.25,4.51,6.86
2026-01-08T10:00:00Z,BRT,4.25,63.5,1003.2,10.61,10,8,0.5,-0.86603,0.13719,0.99055,4.76,5.24,8.69
2026-01-08T11:00:00Z,BRT,4.76,70.0,1003.3,9.67,11,8,0.25882,-0.96593,0.13719,0.99055,4.18,5.25,6.01
2026-01-08T12:00:00Z,BRT,4.18,50.4,1004.9,6.02,12,8,0.0,-1.0,0.13719,0.99055,4.56,5.37,6.35
2026-01-08T13:00:00Z,BRT,4.56,78.3,1002.5,12.49,13,8,-0.25882,-0.96593,0.13719,0.99055,3.95,4.6,4.7
2026-01-08T14:00:00Z,BRT,3.95,69.3,1004.1,7.94,14,8,-0.5,-0.86603,0.13719,0.99055,4.51,6.74,3.9
2026-01-08T15:00:00Z,BRT,4.51,69.8,1004.2,9.86,15,8,-0.70711,-0.70711,0.13719,0.99055,5.24,7.55,3.28
2026-01-08T16:00:00Z,BRT,5.24,81.2,998.0,11.26,16,8,-0.86603,-0.5,0.13719,0.99055,5.25,7.79,3.32
2026-01-08T17:00:00Z,BRT,5.25,72.1,995.4,9.75,17,8,-0.96593,-0.25882,0.13719,0.99055,5.37,7.51,4.17
2026-01-08T18:00:00Z,BRT,5.37,62.4,995.8,8.45,18,8,-1.0,-0.0,0.13719,0.99055,4.6,8.71,4.26
2026-01-08T19:00:00Z,BRT,4.6,81.3,993.6,10.55,19,8,-0.96593,0.25882,0.13719,0.99055,6.74,8.81,3.84
2026-01-08T20:00:00Z,BRT,6.74,88.9,992.6,13.53,20,8,-0.86603,0.5,0.13719,0.99055,7.55,8.44,2.68
2026-01-08T21:00:00Z,BRT,7.55,69.7,990.2,8.74,21,8,-0.70711,0.70711,0.13719,0.99055,7.79,8.3,3.86
2026-01-08T22:00:00Z,BRT,7.79,79.2,987.9,13.73,22,8,-0.5,0.86603,0.13719,0.99055,7.51,9.89,3.44
2026-01-08T23:00:00Z,BRT,7.51,82.6,986.0,14.5,23,8,-0.25882,0.96593,0.13719,0.99055,8.71,9.14,2.93
